日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,工作網址
2020-06-01,電銷客服人員,承保汽車貸款(承保有限公司),裕融 和潤 中租 汽車金融特約經銷商,"25,000",1.對名單客戶進行電話訪問來推廣銷售商品及服務解說2.與客戶維持良好關係，做好顧客關係管理3.向主管回饋市場反應現況與建議做法4.顧客問題反應及處理5.提供顧客最新商品訊息6.建立、記錄並維護顧客資料,桃園市中壢區,經驗不拘,不拘,https://www.1111.com.tw/job/80144545/
2020-06-01,電銷專員(保障底薪),承保汽車貸款(承保有限公司),裕融 和潤 中租 汽車金融特約經銷商,"23,800",1.顧客問題反應及處理2.與客戶維持良好關係，做好顧客關係管理3.建立、記錄並維護顧客資料,桃園市中壢區,經驗不拘,不拘,https://www.1111.com.tw/job/85013692/
2020-06-02,財務分析專員/資深專員(內湖),中嘉網路股份有限公司,台北市內湖區瑞光路,面議（經常性薪資4萬/月含以上）,"1.建立、解讀與管理財務資訊2.編列與管理財務預算3.參與流程強化與專案以優化資源配置管理要求條件 ● 財務金融學類,會計學類,數理統計學類 相關科系",台北市內湖區,1年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91418093/
2020-06-01,代書/地政士助理,傳立地政士事務所,高雄市三民區河堤路,"24,000",1.負責一般文書資料處理及歸檔工作。  2.協助主管處理行政工作。  3.協助辦理稅捐、地政機關、建設公司及銀行等代書事務。 4.須有相關經驗要求條件 ● 擁有 輕型機車 駕照 ● 自備 輕型機車,高雄市三民區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/91418527/
2020-06-03,資訊人員,中部地區金融機構,暫不提供地址,"27,000","(1)收集專案結果並負責新系統之開發與設計及現有系統之修改與擴充。(2)產製系統分析文件、功能規格文件、開發者與使用者手冊。(3)熟悉SQL、VBA、C#.NET、DBASE或數據分析者。(4)收集電腦作業所需輸入之資料，並分送輸出資訊給相關單位，同時進行使用者操作訓練。(5)具相關資訊證照者佳。要求條件 ● 資訊科學學門,電算機學門,數學統計學門 相關科系",彰化縣彰化市,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/91419926/
2020-06-04,金融理財專員(全台),遠東國際商業銀行,台北市大安區敦化南路,"30,000","1.負責各項理財及相關金融商品推廣。2.理專工作經驗3年以下。2.具信託、保險、投信投顧相關證照及銷售服務特質者優先錄取。3.積極，具服務熱忱，勇於挑戰高業績高獎金者。要求條件 ● 人身保險業務員,產物保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,結構型商品銷售人員,金融市場常識與職業道德,信託業業務人員信託業務專業測驗（信託法規乙科）,投信投顧相關法規（含自律規範） 專業憑證",台北市大安區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/85201713/
2020-06-04,金融資深理財專員(全台),遠東國際商業銀行,台北市大安區敦化南路,面議（經常性薪資4萬/月含以上）,"1.負責各項理財及相關金融商品推廣。2.理專工作經驗3年以上。2.具信託、保險、投信投顧相關證照及銷售服務特質者優先錄取。3.積極，具服務熱忱，勇於挑戰高業績高獎金者。要求條件 ● 人身保險業務員,產物保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,結構型商品銷售人員,金融市場常識與職業道德,信託業業務人員信託業務專業測驗（信託法規乙科）,投信投顧相關法規（含自律規範） 專業憑證",台北市大安區,1年工作經驗以上,"專科,大學,碩士",https://www.1111.com.tw/job/85201724/
2020-06-03,B-財富金融處-理財輔導人員-銀行(新竹),永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務要求條件 ● 財務金融學類 相關科系 ● 人身保險業務員,財產保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,信託業業務人員信託業務專業測驗,結構型商品銷售人員,金融市場常識與職業道德,投信投顧相關法規（含自律規範）,期貨信託基金銷售機構銷售人員 專業憑證",新竹市東區,3年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/91461320/
2020-06-03,B-財富金融處-理財輔導人員-銀行(高雄),永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務要求條件 ● 財務金融學類 相關科系 ● 人身保險業務員,財產保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,信託業業務人員信託業務專業測驗,結構型商品銷售人員,金融市場常識與職業道德,投信投顧相關法規（含自律規範）,期貨信託基金銷售機構銷售人員 專業憑證",高雄市三民區,3年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/86012490/
2020-06-03,B-財富金融處-理財輔導人員-銀行(台北),永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務要求條件 ● 財務金融學類 相關科系 ● 人身保險業務員,財產保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,信託業業務人員信託業務專業測驗,結構型商品銷售人員,金融市場常識與職業道德,投信投顧相關法規（含自律規範）,期貨信託基金銷售機構銷售人員 專業憑證",台北市中山區,3年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/91461317/
2020-06-01,"Test Quality Expert, Global Consumer Bank",花旗(台灣) 商業銀行股份有限公司(花旗銀行),台北市信義區松智路,面議（經常性薪資4萬/月含以上）,"Job purpose: The candidate will be responsible to drive the overall test quality improvement, in other words, to evaluate the adequacy of current practice of test activities, to identify and implement the improvement actions, and to oversee the execution and evaluate the performance of test activities as well as improvement actions.Given that the test activities are conduct by different units, including offshore or internal affiliates, the candidate should be comfortable managing “virtual” teams. Prior experience in vendor management or project management is preferred.The candidate will also lead a core testing team to support the test activities, covering different types of test, such as sanity test, base regression, and end-to-end user acceptance test of key projects. Therefore, consumer banking domain knowledge, including the technology, products, processes, controls and operating models, and comprehensive communication skills is required for ensuring the understanding of business requirements and the testing needs.Job Description:1. Evaluate the adequacy of current practice of test activities. Identify and implement improvement actions, such as refined standards, processes, methodologies, tools or templates, under internal quality assurance policies and procedures. 2. Oversee the execution and evaluate the performance of above improvement actions and make adjustments periodically.3. 〝Lead a core testing team to support the test activities, covering different type of test, such as sanity test, base regression, and end-to-end user acceptance test of key projects. The above mentioned test activities including: * Develop test plans and test cases.* Execute the test cases and log the execution results.* Identify, record, and track defects.* Design, develop and execute automation scripts.〝	4. Coordinate and oversight the test activities done by other units.	5. Provide periodically quality analysis or dashboard for management review and decision-making support.	6. Drive the cross-functional adoption of automated testing tools, test methodologies and best test practices to improve the quality, efficiency and effectiveness of testing.	7. Establish criteria for test resources management and prioritization.8. Design and conduct test related training to the team as well as the testers from other units.要求條件 ● 商業及管理學門 相關科系",台北市信義區,8年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/85994751/
2020-06-05,銀行理財專員,永豐金證券股份有限公司鳳山分公司,高雄市鳳山區保泰路,"28,000","1. 有半年相關經驗2. 具金融相關證照3. 詳情面議✔月薪28,000元起+獎金另計",高雄市鳳山區,經驗不拘,不拘,https://www.1111.com.tw/job/91177983/
2020-06-05,金融理財專員(北區),群益金鼎證券股份有限公司,群益金鼎證券,"23,800","*推廣及開發新的卓越理財客戶及菁英運籌理財客戶，達成開戶目標,需具備客戶基礎要求條件 ● 商業及管理學門 相關科系",台北市松山區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/65988629/
2020-06-05,金融理財專員(南區),群益金鼎證券股份有限公司,群益金鼎證券,"23,800","*推廣及開發新的卓越理財客戶及菁英運籌理財客戶，達成開戶目標,需具備客戶基礎要求條件 ● 商業及管理學門 相關科系 ● 人身保險業務員,證券商業務員,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證",高雄市前金區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/65988630/
2020-06-05,金融理財專員(中區),群益金鼎證券股份有限公司,群益金鼎證券,"23,800","*推廣及開發新的卓越理財客戶及菁英運籌理財客戶，達成開戶目標,需具備客戶基礎要求條件 ● 商業及管理學門 相關科系 ● 人身保險業務員,證券商業務員,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證",台中市西區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/65988626/
2020-06-03,B-財富金融處-理財企劃人員,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"(1)客戶經營：財富主要及潛力客群分眾經營、常態及短促行銷專案之規劃執行及成效追蹤(2)商品行銷：與產品單位合作新商品或服務上市行銷規劃執行及成效追蹤(3)例行行銷維運工作(4)通路動能激勵及競賽規劃執行及成效追蹤(5)主管交辦事項要求條件 ● 人身保險業務員,財產保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,信託業業務人員信託業務專業測驗,金融市場常識與職業道德,銀行內部控制與內部稽核測驗(消費金融) 專業憑證",台北市中山區,3年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/85093110/
2020-06-03,S-金融理財專員(羅東分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000",1. 負責證券、期貨、選擇權之開發。2. 協銷各項金融商品（如：基金、ETF與結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。要求條件 ● 證券商業務員 專業憑證 ● 擁有 輕型機車 駕照,宜蘭縣羅東鎮,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/91114561/
2020-06-05,S-金融理財專員(竹科分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1.從財務規劃專業角度，檢視客戶現況並確認其中、長期的財務需求，並以 股票、債券、基金和保險等全方位財富管理服務平台，提供客戶最適切的  理財服務及金融產品以滿足客戶需求，達成其理財目標。2.開發財富管理客戶，達成開戶目標，並追求管理資產規模穩健成長。3.提供客戶專業服務及各項投資建議，維持良好的客戶關係。4.遵循組織的業務擴展計劃及策略。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,證券商業務員,期貨商業務員,投信投顧業務員,信託業業務人員信託業務專業測驗,金融市場常識與職業道德 專業憑證 ● 擁有 輕型機車 駕照",新竹市東區,1年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/86021764/
2020-06-05,S-金融理財專員(員林分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 證券商業務員,期貨商業務員,金融市場常識與職業道德 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",彰化縣員林市,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/86021779/
2020-06-05,S-金融理財專員(萬盛分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 證券商業務員,期貨商業務員 專業憑證",台北市松山區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/86021798/
2020-06-05,S-金融理財專員(信義分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發及接單；提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。2. 分析證券、債券、外匯及其他財務市場之趨勢。3. 協銷各項金融商品（如：基金、保險及結構型商品）。4. 記錄及傳送證券、股票、公債、外匯等買賣訂單。6. 維護客戶關係。7. 協助客戶進行投資理財規劃；提供投資理財商品的諮詢服務。8. 負責法人及VIP客戶的綜合資產管理。9. 執行客戶指定之交易事項。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 證券商業務員,證券商高級業務員,期貨商業務員 專業憑證",台北市大安區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/86021774/
2020-06-05,S-金融理財專員(中盛分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","證券.期權.財富管理等金融理財業務開發與經營.(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 證券商業務員 專業憑證",台中市西屯區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/86021725/
2020-06-05,S-金融理財專員(豐原分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。2. 分析證券、債券、外匯及其他財務市場之趨勢。3. 提供契約條款、股票及債券貸款之諮詢及磋商，以便為客戶籌措資金。4. 記錄及傳送證券、股票、公債、外匯等買賣訂單。5. 開發客戶。6. 維護客戶關係。7. 執行客戶指定之交易事項。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 人身保險業務員,證券商業務員,信託業業務人員信託業務專業測驗,投信投顧相關法規（含自律規範） 專業憑證",台中市豐原區,1年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/86021804/
2020-06-05,S-金融理財專員(台中分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發及接單。 2. 協銷各項金融商品（如：基金、保險及結構型商品）。 3. 協助客戶進行投資理財規劃。 4. 提供投資理財商品的諮詢服務。5. 開發客戶。6. 維護客戶關係。7. 執行客戶指定之交易事項。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 貿易學類,其他商業及管理學類 相關科系 ● 證券商業務員,期貨商業務員 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",台中市西區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/86021746/
2020-06-05,S-金融理財專員(新竹分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 商業及管理學門 相關科系 ● 證券商業務員,期貨商業務員 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",新竹市東區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/86027461/
2020-06-04,S-金融理財規劃專員(復興分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"25,000","1. 提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。2. 分析證券、債券、外匯及其他財務市場之趨勢。3. 提供契約條款、股票及債券貸款之諮詢及磋商，以便為客戶籌措資金。4. 記錄及傳送證券、股票、公債、外匯等買賣訂單。5. 開發客戶。6. 維護客戶關係。7. 執行客戶指定之交易事項。要求條件 ● 商業及管理學門,數學統計學門,電算機學門 相關科系",台北市中山區,3年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91199502/
2020-06-03,S-金融理財顧問-Financial Advisor(敦南分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"1. 負責證券、期貨、選擇權之開發及接單。2. 開發財富管理客戶.協銷各項金融商品（如：基金、保險及衍生性金融商品）。3. 協助客戶進行投資理財規劃.並追求資產規模穩定成長。4. 提供投資理財商品的諮詢服務。5. 遵循組織的業務擴展計畫及策略。要求條件 ● 理財規劃人員,人身保險業務員,產物保險業務員,外幣收付之非投資型人身保險資格證照,證券商業務員,證券商高級業務員,期貨商業務員,金融市場常識與職業道德,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證",台北市大安區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/78513979/
2020-06-01,S-金融營業員／理財專員(板新分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"26,000","1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。(本薪26-35K,另依業績狀況核發業績獎金)要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,證券商業務員,期貨商業務員,投信投顧業務員,金融市場常識與職業道德 專業憑證",新北市板橋區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/91294712/
2020-06-03,S-金融理財顧問Financial Advisor(台南分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,"1.從財務規劃專業角度，檢視客戶現況並確認其中、長期的財務需求，並以 股票、債券、基金和保險等全方位財富管理服務平台，提供客戶最適切的 理財服務及金融產品以滿足客戶需求，達成其理財目標。2.開發財富管理客戶，達成開戶目標，並追求管理資產規模穩健成長。3.提供客戶專業服務及各項投資建議，維持良好的客戶關係。4.遵循組織的業務擴展計劃及策略。要求條件 ● 人身保險業務員,產物保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,證券商業務員,期貨商業務員,投信投顧業務員,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",台南市南區,2年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/78592258/
2020-06-03,S-金融理財顧問Financial Advisor(苓雅分公司)-證券,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,1.從財務規劃專業角度，檢視客戶現況並確認其中、長期的財務需求，並以 股票、債券、基金和保險等全方位財富管理服務平台，提供客戶最適切的  理財服務及金融產品以滿足客戶需求，達成其理財目標。2.開發財富管理客戶，達成開戶目標，並追求管理資產規模穩健成長。3.提供客戶專業服務及各項投資建議，維持良好的客戶關係。4.遵循組織的業務擴展計劃及策略。,高雄市苓雅區,2年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/78592280/
2020-05-07,數位金融_數位銀行產品PM,遠東國際商業銀行,台北市大安區敦化南路,面議（經常性薪資4萬/月含以上）,金融科技不僅是趨勢更是現在進行式！如果你自認你是銀行人且擁有數位腦，有創新想法、又能落實執行，歡迎成為我們的夥伴！具銀行卡、貸、存產品(至少1項)規劃經驗3年以上，負責「Bnakee社群銀行」數位產品規劃執行與績效管理，以達成年度目標。,台北市信義區,3年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91283822/
2020-05-07,理財襄理,華南商業銀行股份有限公司,台北市信義區松仁路,面議（經常性薪資4萬/月含以上）,1、提供理財人員產品銷售資源及輔導2、提供理財人員金融商品教育訓練及銷售技巧3、提供分行經營及開發理財客戶4、協助總行政策傳遞與執行,台中市中區,6年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/91152727/
2020-06-05,金融不動產理財專員(儲備幹部),穆旺建設股份有限公司,台北市萬華區西園路,"32,000","1.親切笑容接待客戶並提供法律諮詢2.一般行政庶務與主管交辦事項3.簡單美工設計+網路行銷廣告4.外勤收送件5.法律資料查找及整理完成專案6.政府機關、廠商接洽協調等【薪資福利】 ●正式人員薪資落點32000至50000不等，若表現優良則待遇會不定時調整。●薪資= 保障底薪+專案獎金。 ●年終獎金 +其他激勵獎金●提供完整基礎、進階之教育訓練課程、透明升遷制度●健身房津貼、按摩津貼、三節禮金、電腦、手機與門號配給福利（特休）：一、六個月以上一年未滿者，三日。二、一年以上二年未滿者，七日。三、二年以上三年未滿者，十日。四、三年以上五年未滿者，每年十四日。五、五年以上十年未滿者，每年十五日。六、十年以上者，每一年加給一日，加至三十日為止。要求條件 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",台北市萬華區,2年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91437865/
2020-06-05,理財顧問(頭份),日盛金融控股股份有限公司,日盛金控,"30,000","1.客戶關係維護與理財諮詢。 2.各項金融商品業務之推廣及銷售 。要求條件 ● 人身保險業務員,投資型保險商品業務員,信託業業務人員信託業務專業測驗 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",苗栗縣頭份市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/70777361/
2020-06-05,理財顧問(竹北),日盛金融控股股份有限公司,日盛金控,"30,000","1.分行財富管理業務之推廣和銷售 2.分行VIP客戶的開發與維護要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,信託業業務人員信託業務專業測驗,結構型商品銷售人員 專業憑證",新竹縣竹北市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/77048643/
2020-06-05,理財顧問(嘉義),日盛金融控股股份有限公司,日盛金控,"30,000","基金.保險等金融商品銷售投資理財規劃要求條件 ● 人身保險業務員,投資型保險商品業務員,信託業業務人員信託業務專業測驗 專業憑證",嘉義市東區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71597641/
2020-06-05,理財顧問(安平),日盛金融控股股份有限公司,日盛金控,"30,000","金融商品銷售，賣投資型保險，儲蓄險，海外基金，海外債券，結構型商品，開發本行尚未投資的存款客戶。要求條件 ● 衍生性金融商品銷售人員,人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,投信投顧業務員,信託業業務人員信託業務專業測驗 專業憑證",台南市安平區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/85910777/
2020-06-05,理財顧問(八德),日盛金融控股股份有限公司,日盛金控,"30,000","1. 提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。2. 分析證券、債券、外匯及其他財務市場之趨勢。3. 提供契約條款、股票及債券貸款之諮詢及磋商，以便為客戶籌措資金。4. 記錄及傳送證券、股票、公債、外匯等買賣訂單。5. 開發客戶。6. 維護客戶關係。7. 執行客戶指定之交易事項。要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,結構型商品銷售人員,金融市場常識與職業道德,投信投顧相關法規（含自律規範） 專業憑證 ● 擁有 輕型機車 駕照",桃園市八德區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/85101151/
2020-06-05,理財顧問(松山),日盛金融控股股份有限公司,日盛金控,"30,000","1.開發維繫客戶與理財諮詢。 2.各項金融商品業務之推廣及銷售 。要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,投信投顧業務員,結構型商品銷售人員,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證",台北市松山區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71597591/
2020-06-05,理財顧問(大里),日盛金融控股股份有限公司,日盛金控,"30,000","1. 協助客戶資金配置、投資理財、退休規劃、分析各財務市場之趨勢。 2. 開發客戶。 3. 維護客戶關係。 4. 執行客戶指定之交易事項。要求條件 ● 人身保險業務員,投資型保險商品業務員,信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證 ● 擁有 輕型機車,普通小型車 駕照",台中市大里區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76535745/
2020-06-05,理財顧問(敦化),日盛金融控股股份有限公司,日盛金控,"30,000","貴賓客戶開發及維護，金融商品行銷規劃配置。要求條件 ● 商業及管理學門 相關科系 ● 人身保險業務員,投資型保險商品業務員,信託業業務人員信託業務專業測驗,結構型商品銷售人員,投信投顧營業員 專業憑證",台北市大安區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76428285/
2020-05-07,數位金融_數位銀行產品主管,遠東國際商業銀行,台北市大安區敦化南路,面議（經常性薪資4萬/月含以上）,金融科技不僅是趨勢更是現在進行式！如果你自認你是銀行人且擁有數位腦，有創新想法、又能落實執行，歡迎成為我們的夥伴！具銀行卡、貸、存、理財產品(至少2項)規劃經驗10年以上，有帶領團隊經驗，負責「Bankee社群銀行」數位產品策略規劃及業務拓展，具目標導向，能達成公司設定之KPI。 以達成年度目標。,台北市信義區,10年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91283808/
2020-06-05,理財顧問(板橋),日盛金融控股股份有限公司,日盛金控,"30,000","理財相關產品的銷售要求條件 ● 人身保險業務員,投資型保險商品業務員,信託業業務人員信託業務專業測驗,結構型商品銷售人員,投信投顧營業員 專業憑證 ● 擁有 輕型機車 駕照",新北市板橋區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76428180/
2020-06-05,理財顧問(松江),日盛金融控股股份有限公司,日盛金控,"30,000","1.客戶關係維護與理財諮詢。 2.各項金融商品業務之推廣及銷售 。要求條件 ● 人身保險業務員,投資型保險商品業務員,產物保險核保人員,信託業業務人員信託業務專業測驗,結構型商品銷售人員 專業憑證",台北市中山區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71597416/
2020-06-05,理財顧問(台中),日盛金融控股股份有限公司,日盛金控,"30,000","1. 提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。 2. 分析證券、債券、外匯及其他財務市場之趨勢。 3. 提供契約條款、股票及債券貸款之諮詢及磋商，以便為客戶籌措資金。 4. 記錄及傳送證券、股票、公債、外匯等買賣訂單。 5. 開發客戶。 6. 維護客戶關係。 7. 執行客戶指定之交易事項。要求條件 ● 人身保險業務員,投資型保險商品業務員,外幣收付之非投資型人身保險資格證照,結構型商品銷售人員,信託業業務人員信託業務專業測驗（信託法規乙科）,投信投顧相關法規（含自律規範） 專業憑證 ● 擁有 輕型機車,普通大客車 駕照",台中市南屯區,1年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/78486872/
2020-06-05,理財顧問(新竹),日盛金融控股股份有限公司,日盛金控,"30,000","理財顧問(新竹)要求條件 ● 人身保險業務員,投信投顧業務員,信託業業務人員信託業務專業測驗 專業憑證",新竹市東區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76535988/
